PROP_NAME,AGE,PROP_HEADING,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,CITY,LATITUDE,LONGITUDE,url
"Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",65.0 L,"Vetal Nagar, Hadapsar,Pune",940,6910,"Check out this 2 BHK Apartment for sale in Hadapsar, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Hadapsar is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 7. The property's price is Rs 65.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 940 Square feet built-up area. Educational institutions are...",2.0,Pune,18.5089,73.924,https://plus.unsplash.com/premium_photo-1682377521625-c656fc1ff3e1?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
Vishal Belleza,,"3 BHK Flat for sale in Hadapsar, Pune",1.2 Cr,"Vetal Nagar, Hadapsar,Pune",1435,8360,"One of the finest property in Hadapsar is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 11 storeyed building. The price of this Apartment is Rs 1.25 Cr. Other charges when you move into this property include maintenance, which is Rs 2500. This Apartment is spacious with a built-up area of 1431 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as The Lexicon School, Sadhana Vidyalay & Junior College, and Mother Day Out. It is also close...",3.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
"Ram India livogue,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",55.0 L,"Ram India livogue,Vetal Nagar, Hadapsar,Pune",885,6210,"2 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Hadapsar. The property is on floor 2 and the total number of floors is 8. This 2 BHK Apartment is available at a reasonable price of Rs 55.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 885 Square feet. It enjoys a strategic location with many reputed and multispeciali...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyiVZsxHWJgiUG5BXh2ehDmMTVjP-AtqC4ig&s
Bhandari Swaraj Phase IV TUV,,"2 BHK Flat for sale in Moshi, Pune",65.0 L,"MIDC, Moshi,Pune",950,6840,"One of the finest property in Pimpri Chinchwad is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 11. It is a 12 storeyed building. The price of this Apartment is Rs 65.0 L. This Apartment is spacious with a built-up area of 950 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Priyadarshani High School, Preeti English Medium School, and Global Achievers School. It is also close to good and reputed hospitals like Sable Hospital, Adishakti Hospit...",2.0,Pune,18.618,73.8036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
Kohinoor Ambrosia,,"2 BHK Flat for sale in Hadapsar, Pune",55.0 L,"Sai Colony, Hadapsar,Pune",1100,5000,"Top floor facing west having a beautiful view with bright sunlight throughout the day and cool pollution free breeze giving positive vibes. Located at the prime location where all the necessities are easily available. Nearby to the railway station,malls and hospital
If you need amenities such as intercom, security & elevator you'll be happy to note that this home has this & more. With premium amenities such as visitor parking, house keeping, fire fighting equipment & gas pipeline(yet to start) this home provides you with many added benefits. When you need community centre, kids play zone & gym...",2.0,Pune,18.5089,73.924,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
Kolte Patil Rose Wood,,"3 BHK Flat for sale in Undri, Pune",85.0 L,"Kad Nagar, Undri,Pune",1500,5670,"Brand new condition flat never use ,available for immediate sale More About This Property Looking for a good 3 BHK Apartment in Undri, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. Maintenance charges of this property is Rs 4500. This Apartment is available for Rs 85.0 L. This modern unit has a built-up area of 1500 Square feet. The carpet area of this Apartment is 1200 Square feet. There are 3 bedrooms and 3 bathroom. Lift is available in this Apartment. This property also enjoys power ...",3.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHww
Yogesh Gandharva Exellence,,"1 BHK Flat for sale in Moshi, Pune",31.5 L,"MIDC, Moshi,Pune",669,4710,"Check out this 1 BHK Apartment for sale in Pimpri Chinchwad, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Pimpri Chinchwad is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 9. The total number of floors in this project is 12. The property's price is Rs 31.5 L. This property is a modern-day abode, with 669 Square feet built-up area. The unit has 1 bedroom and 2 bathroom. Educational institutions are ...",1.0,Pune,18.618,73.8036,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
"Bellagio, Undri,Pune",,"2 BHK Flat for sale in Undri, Pune",45.0 L,"Bellagio, Undri,Pune",925,4860,"Property for sale in Undri, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 5. This Apartment's price is Rs 45.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 925 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as PBMA's H. V. Desai Eye Hospital, Dr. Masal hospital, and Patanjali Chikitsalaya. Schools like Vibgyor High School, Delhi Public S...",2.0,Pune,18.4467,73.9135,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
"Parijat Appartment,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",45.0 L,"Parijat Appartment,Vetal Nagar, Hadapsar,Pune",770,5840,"2 BHK Apartment for sale in Hadapsar, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Hadapsar which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Hadapsar. The property is on floor 0 and the total number of floors is 3. This 2 BHK Apartment is available at a reasonable price of Rs 45.0 L. Residents also need to pay maintenance charges of Rs 0. The built-up area is 770 Square feet. It enjoys a strategic location with many reputed and multispeciali...",2.0,Pune,18.5089,73.924,https://images.unsplash.com/photo-1722421492323-eaf9c401befe?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTM5fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Sukhwani Pearl,,"2 BHK Flat for sale in Hadapsar, Pune",75.0 L,"Vetal Nagar, Hadapsar,Pune",1065,7040,"A 2 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 6. There are 6 floors in this property. The price of this Apartment is Rs 75.0 L. Maintenance charges come to Rs 1. Each unit has a built-up area of 1065 Square feet. There are 2 bedrooms. This residential property is near The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder World English Medium School. It is also close t...",2.0,Pune,18.5089,73.924,https://images.pexels.com/photos/1428348/pexels-photo-1428348.jpeg?auto=compress&cs=tinysrgb&w=800
"Arihant Venkateshwara Green City,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",60.0 L,"Arihant Venkateshwara Green City,Vetal Nagar, Hadapsar,Pune",890,6740,"2 BHK Apartment for sale in Pune. This property is in Hadapsar, which is a coveted investment location. This tastefully designed 2 BHK unit is among Pune's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Pune is on floor 7. The total number of floors in this Apartment is 11. The price of the Apartment is Rs 60.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 890 Square feet. Some of the ...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyvVnIDMTlT1_7PL7zTBrKzpjC369cK-hsdGmFG8Tb8C6EnmMqkwGRJXQ&s
Nirmal Township,,"2 BHK Flat for sale in Hadapsar, Pune",35.0 L,"Sasane Nagar, Hadapsar,Pune",900,3890,"Looking for a 2 BHK Apartment for sale in Pune? Your search ends here. Buy this 2 BHK property in Pune's finest location, Hadapsar. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 4 floors. This Apartment is available at a reasonable price of Rs 35.0 L. Maintenance charges in this property is Rs 1200. The built up area of this property is 900 Square feet. It is spacious for a family and this property has a carpet area of 702 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Delhi Public S...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
Nirmal Township,,"2 BHK Flat for sale in Hadapsar, Pune",36.0 L,"Sasane Nagar, Hadapsar,Pune",900,4000,"Property for sale in Hadapsar, Pune. This 2 BHK Apartment is located in Pune's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 3. The total number of floors in this building is 4. This Apartment's price is Rs 36.0 L. Homebuyers will also need to pay Rs 1200 towards maintenance. This Apartment is a spacious unit, with carpet area of 702 Square feet and is ideal for families. The built-up area is 900 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthca...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
"Green Crest,Vetal Nagar, Hadapsar,Pune",,"2 BHK Flat for sale in Hadapsar, Pune",46.0 L,"Green Crest,Vetal Nagar, Hadapsar,Pune",870,5290,"A 2 BHK Apartment for sale in Hadapsar, Pune. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hadapsar's most desired properties. Contact now for more information. This 2 BHK unit is on floor 3. There are 5 floors in this property. The price of this Apartment is Rs 46.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 870 Square feet. There are 2 bedrooms. This residential property is near The Lexicon School, Sadhana Vidyalay & Junior College, and Wonder World English Medium School. It is also close to...",2.0,Pune,18.5089,73.924,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUJ-ufHOCoOF5cpUEU0FRDDDYVt9kDHKN4S3GYCG116-SVp1fAf-kygOU&s
"VTP Urban Rise,Pisoli, Pune",,"1 BHK Flat for sale in Pisoli, Pune",32.0 L,"VTP Urban Rise,Pisoli, Pune",683,4680,"Looking for a good 1 BHK Apartment in Pisoli, Pune? This property is in one of Pune's most popular locations. This is a no brokerage property. The property is on floor 1. Total number of floors is 11. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 32.0 L. This modern unit has a built-up area of 683 Square feet. It is very close to some of city's best hospitals, such as, Dr. Masal hospital, Chandra Nursing Home, and Wankhede Hospital. Established schools, such as Vibgyor High School, Delhi Public School, and The Bishop's School are also close-by",1.0,Pune,18.4547,73.9016,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
Kshitij Co-Op Hsg Soc Ltd,,"2 BHK Flat for sale in Parvati Darshan, Pune",1.35 Cr,"Rajyavahatuk Society, Parvati Darshan,Pune",950,14210,"2 BHK Apartment for sale in Parvati, Pune with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Parvati which is a promising investment destination in Pune. This might be your chance to grab the best 2 BHK property for sale in Parvati. The property is on floor 9 and the total number of floors is 9. This 2 BHK Apartment is available at a reasonable price of Rs 1.35 Cr. Residents also need to pay maintenance charges of Rs 2000. It is a very spacious property, spread over 850 Square feet. The built-up area is 950 Square feet. This...",2.0,Pune,18.4949,73.848,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Hira Moti Apartments Sahakarnagar,Sahakar Nagar, Parvati Darshan,Pune",,"1 BHK Flat for sale in Parvati Darshan, Pune",74.0 L,"Hira Moti Apartments Sahakarnagar,Sahakar Nagar, Parvati Darshan,Pune",1150,6430,"One of the finest property in Bibwewadi is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 3 storeyed building. The price of this Apartment is Rs 74.0 L. Other charges when you move into this property include maintenance, which is Rs 500. This Apartment is spacious with a built-up area of 1150 Square feet. The carpet area is 933 Square feet. There are 1 bedroom and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Sinhgad Spring Dale School, Muktangan English School & Jun...",1.0,Pune,18.4949,73.848,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
"Vivanta Primera,Bellagio, Undri,Pune",,"1 BHK Flat for sale in Undri, Pune",29.0 L,"Vivanta Primera,Bellagio, Undri,Pune",464,6250,"Check out this 1 BHK Apartment for sale in Undri, Pune. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Apartment is perfect for a modern-day lifestyle. Undri is a promising location in Pune and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 4. The total number of floors in this project is 4. The property's price is Rs 29.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 464 Square feet built-up area. Educational institutions are close...",1.0,Pune,18.4467,73.9135,https://images.unsplash.com/photo-1628744448839-a475cc0e90c3?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Goel Ganga Glitz,,"2 BHK Flat for sale in Undri, Pune",85.0 L,"Kad Nagar, Undri,Pune",1214,7000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Pune's top location, Undri. It is situated on floor 8. The total number of floors in this Apartment is 12. The property price of this unit is Rs 85.0 L. The carpet area of this unit is 934 Square feet. The built-up area is 1214 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Hare Krishna Motor Driving School, Delhi Public School, and Vibgyor High School. H...",2.0,Pune,18.4467,73.9135,https://plus.unsplash.com/premium_photo-1661963657305-f52dcaeef418?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
