PROP_NAME,PROP_HEADING,AGE,PRICE,CITY,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Natural City Laketown,"3 BHK Flat for sale in Patipukur, Kolkata",,70.8 L,Kolkata,"Patipukur, Kolkata",1287,5500,"Check out this 3 BHK Apartment for sale in Patipukur, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Patipukur is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 13. The property's price is Rs 70.8 L. Residents in this property pay Rs 2400 towards maintenance. This property is a modern-day abode, with 1287 Square feet built-up area. It is a South-f...",3.0,22.6065505,88.3952451,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrEVcQID71Al1Cd1BGdOjKlTKcm11bQzjNGg&s
Larica Township,"3 BHK Flat for sale in Barasat, Kolkata",,23.0 L,Kolkata,"Barasat, Kolkata",900,2560,"3 BHK Apartment for sale in Barasat, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Barasat which is a promising investment destination in Kolkata. This might be your chance to grab the best 3 BHK property for sale in Barasat. The property is on floor 4 and the total number of floors is 5. This 3 BHK Apartment is available at a reasonable price of Rs 23.0 L. Residents also need to pay maintenance charges of Rs 800. The built-up area is 900 Square feet. This property has provision for 2 bathroom. It enjoys a strat...",3.0,22.7240295,88.4889199,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
Natural City Laketown,"3 BHK Flat for sale in Patipukur, Kolkata",,70.79 L,Kolkata,"Patipukur, Kolkata",1287,5500,"Looking for a good 3 BHK Apartment in Patipukur, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 4. Total number of floors is 13. Maintenance charges of this property is Rs 2000. This Apartment is available for Rs 70.79 L. This modern unit has a built-up area of 1287 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Peerless Hospital, Apollo Gleneagles Hospitals, and Apollo Gleneagles Hospitals. Established schools, such as Kendriya Vidyalaya, Kendriya Vid...",3.0,22.6065505,88.3952451,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPqFi7EUuUAdPJU6LwxL0MFerMNGOl7q3wfA&s
Natural City Laketown,"3 BHK Flat for sale in Patipukur, Kolkata",,70.79 L,Kolkata,"Patipukur, Kolkata",1287,5500,"Check out this 3 BHK Apartment for sale in Patipukur, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Patipukur is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 13. The property's price is Rs 70.8 L. Residents in this property pay Rs 2400 towards maintenance. This property is a modern-day abode, with 1287 Square feet built-up area. It is a South-f...",3.0,22.6065505,88.3952451,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMYopneXydH1Tj-HVI4vtdHy-PKAw_HOIggg&s
Bengal Abasan Urban Sabujayan,"2 BHK Flat for sale in Jagatipota, Kolkata",,70.0 L,Kolkata,"Jagatipota, Kolkata",1054,6640,"Looking for a good 2 BHK Apartment in Jagatipota, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. Maintenance charges of this property is Rs 2500. This Apartment is available for Rs 70.0 L. This modern unit has a built-up area of 1054 Square feet. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Medica Superspecialty Hospital, Rabindranath Tagore International Institute Of Cardiac Sciences, and Peerless Hospital. Established schools, su...",2.0,22.501193,88.4105335,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdrCyttMFxMuKXHL8cFF-q4_VVTMoQx3q8ag&s
"Rajendra Prasad Colony, Tollygunge,Kolkata","3 BHK Flat for sale in Tollygunge, Kolkata",,90.0 L,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",1360,6620,"Check out this 3 BHK Apartment for sale in Tollygunge, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Tollygunge is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 3. The property's price is Rs 90.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 1360 Square feet built-up area. Educational insti...",3.0,22.4874821,88.3430889,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
"Parnasree, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",,40.0 L,Kolkata,"Parnasree, Behala,Kolkata",700,5710,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Behala. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 5 floors. This Apartment is available at a reasonable price of Rs 40.0 L. Maintenance charges in this property is Rs 1. The built up area of this property is 700 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Shilpa Art School, Makeup By Debasree, and M P Birla Foundation Higher Secondary School. Medical ...",2.0,22.5093984,88.3065272,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"New Town, Kolkata","2 BHK Flat for sale in New Town, Kolkata",,80.0 L,Kolkata,"New Town, Kolkata",970,8250,"One of the finest property in New Town is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 16. It is a 16 storeyed building. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 970 Square feet. This property ensures you are a quick distance away from the city's best schools such as Vedic Maths Forum India, Delhi Public School, New Town, and The Newtown School,Kolkata. It is also close to good and reputed hospitals like Tata Medical Center, Ohio Hospital...",2.0,22.6564623,88.4467245,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
NBCC Vibgyor Towers,"3 BHK Flat for sale in New Town, Kolkata",,75.0 L,Kolkata,"Action Area I, New Town,Kolkata",1336,5610,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Kolkata's top location, New Town. It is situated on floor 7. The total number of floors in this Apartment is 14. Monthly maintenance costs Rs 2500. The built-up area is 1336 Square feet. There are 3 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to The Newtown School,Kolkata, Delhi Public School, New Town, and Saltlake Shiksha Niketan. Healthcare facility is also close at hand with ...",3.0,22.5786581,88.4684426,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpOuCLCCohtdU_Nn8UpoqfefC2-t5bY91jcA&s
"Action Area I, New Town,Kolkata","3 BHK Flat for sale in New Town, Kolkata",,85.0 L,Kolkata,"Action Area I, New Town,Kolkata",1500,5670,"Well designed 3 BHK apartment  available in NARKELBAGAN NEWTOWN    Kolkata. It is ready to move. VERY GREENERY . MAIN ROAD FLAT  SOUTH FACING FLAT . COVER GARAGE  available .  Possession is immediate. There are 2 bathrooms and 2 balcony. The property is on 2nd  floor . Sale price is INR 85,00,000/- and is negotiable. Any types of Flat , House Location - Kestopur , Newtown More About This Property Looking for a good 3 BHK Apartment in New Town, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floor...",3.0,22.5786581,88.4684426,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
Amit Realty and Shree RSH Group The Ecos,"3 BHK Flat for sale in New Town, Kolkata",,1.3 Cr,Kolkata,"New Town, Kolkata",1100,11820,"Property for sale in New Town, Kolkata. This 3 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 7. The total number of floors in this building is 12. This Apartment's price is Rs 1.3 Cr. Homebuyers will also need to pay Rs 4500 towards maintenance. This Apartment is a spacious unit, with carpet area of 918 Square feet and is ideal for families. The built-up area is 1100 Square feet. The property has 3 bedrooms and 2 bathroom. This residential building in New Town, Kolkata has lift facility. There ...",3.0,22.6564623,88.4467245,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHt04SBAFAUclp76AURqPMi4uixUx8zGVDNA&s
"Rajendra Prasad Colony, Tollygunge,Kolkata","3 BHK Flat for sale in Tollygunge, Kolkata",,90.0 L,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",1360,6620,"3 BHK Apartment for sale in Kolkata. This property is in Tollygunge, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 2. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 90.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1360 Square feet. S...",3.0,22.4874821,88.3430889,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
Realtech Nirman The Signature,"2 BHK Flat for sale in Rajarhat, Kolkata",,54.0 L,Kolkata,"Rajarhat, Kolkata",864,6250,"2 BHK Apartment for sale in Rajarhat, Kolkata. This 2 BHK unit is available in Rajarhat and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Rajarhat. It is on floor 3. The total number of floors is 5. The price of this Apartment is Rs 54.5 L. Residents in this project also pay monthly maintenance charges of Rs 1296. It is a good, spacious Apartment unit with carpet area of 692 Square feet. The built-up area is 864 Square feet. There are 2 bedrooms and 2 bat...",2.0,22.6231943,88.4437332,https://images.unsplash.com/photo-1583608205776-bfd35f0d9f83?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTV8fGhvdXNlfGVufDB8fDB8fHww
Capricorn Jewels,"3 BHK Flat for sale in New Alipore, Kolkata",,1.0 Cr,Kolkata,"Sahapur, New Alipore,Kolkata",1575,6350,"Check out this 3 BHK Apartment for sale in Alipore, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Alipore is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 6. The property's price is Rs 1.0 Cr. This property is a modern-day abode, with 1575 Square feet built-up area. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby wit...",3.0,22.5058805,88.3264025,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOgUr6lvtRkgLS_xfsf5Mo1l_G0OlI8K6yTg&s
Merlin Niket,"2 BHK Flat for sale in Tollygunge, Kolkata",,48.0 L,Kolkata,"Rajendra Prasad Colony, Tollygunge,Kolkata",914,5250,"Check out this 2 BHK Apartment for sale in Tollygunge, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tollygunge is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 2. The total number of floors in this project is 3. The property's price is Rs 48.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 914 Square feet built-up area. Educational instit...",2.0,22.4874821,88.3430889,https://images.unsplash.com/photo-1550581190-9c1c48d21d6c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Kalikapur, Kolkata","2 BHK Flat for sale in Kalikapur, Kolkata",,40.0 L,Kolkata,"Kalikapur, Kolkata",650,6150,"Check out this 2 BHK Apartment for sale in Kalikapur, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Kalikapur is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 40.0 L. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 650 Square feet built-up area. Educational institut...",2.0,22.5053017,88.4009957,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
Diamond City West,"2 BHK Flat for sale in Sarsuna, Kolkata",,55.0 L,Kolkata,"Diamond City West, Sarsuna,Kolkata",980,5610,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Sarsuna. This is an owner listed property and there is no brokerage involved. It is on floor 9 out of 13 floors. This Apartment is available at a reasonable price of Rs 55.0 L. The built up area of this property is 980 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Kishalay School, KMC Primary School, and Holy Faith Mission School. Medical facility is also close at hand with names like Medical College Ho...",2.0,22.4828861,88.3004544,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
