PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATIUTUDE,LONGITUDE,url
Sheth Beaumonte Tower B Phase 1 Building No 10,"3 BHK Flat for sale in Sion, Mumbai",,Mumbai,5.65 Cr,"Sion East, Sion,Mumbai",1276,44280,"One of the finest property in Sion is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 12. It is a 40 storeyed building. The price of this Apartment is Rs 5.65 Cr. This Apartment is spacious with a built-up area of 1276 Square feet. The carpet area is 1276 Square feet. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Shri Gauridutt Mittal Vidyalaya & Junior College, Double Dec Studio, and Shikshan Sadhana Mandal""s Sadhana Vidyalaya. It is also close to good ...",3.0,19.0276956,72.8913576,https://images.pexels.com/photos/276724/pexels-photo-276724.jpeg?auto=compress&cs=tinysrgb&w=1200
Reliable Garden,"1 BHK Flat for sale in Naigaon East, Mumbai",,Mumbai,27.0 L,"Naigaon East, Mumbai",317,8520,"One of the finest property in Naigaon East is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 7 storeyed building. The price of this Apartment is Rs 32.0 L. Other charges when you move into this property include maintenance, which is Rs 1500. This Apartment is spacious with a built-up area of 317 Square feet. The carpet area is 317 Square feet. There are 1 bedroom and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Cricket Ground, Little Champ Kindergarten Pre School, a...",1.0,19.0137554,72.8462943,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Yogi Nagar,"3 BHK Flat for sale in Borivali West, Mumbai",,Mumbai,3.5 Cr,"Yogi Nagar, Borivali West,Mumbai",1300,26920,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Mumbai's top location, Borivali West. It is situated on floor 4. The total number of floors in this Apartment is 21. The property price of this unit is Rs 3.5 Cr. Monthly maintenance costs Rs 8000. The carpet area of this unit is 1100 Square feet. The built-up area is 1300 Square feet. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to St. Lawrence High School, Mary Immac...",3.0,19.2351117,72.8433385,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"Brahmanwadi, Kurla West,Mumbai","2 BHK Flat for sale in Kurla West, Mumbai",,Mumbai,1.4 Cr,"Brahmanwadi, Kurla West,Mumbai",925,15130,"Looking for a good 2 BHK Apartment in Kurla West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 9. Maintenance charges of this property is Rs 0. This Apartment is available for Rs 1.4 Cr. This modern unit has a built-up area of 925 Square feet. It is very close to some of city's best hospitals, such as, Asian Heart Institute, Zen Multi Speciality Hospital in Mumbai, and The Mumbai Heart Clinic. Established schools, such as American School of Bombay, St. Joseph High School, and Shemrock ...",2.0,19.0673,72.8802,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
Neelyog Apartment,"2 BHK Flat for sale in Ghatkopar West, Mumbai",,Mumbai,1.15 Cr,"Pant Nagar, Ghatkopar West,Mumbai",660,17420,"2 BHK Apartment for sale in Ghatkopar West, Mumbai. This 2 BHK unit is available in Ghatkopar West and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Ghatkopar West. It is on floor 1. The total number of floors is 12. The price of this Apartment is Rs 1.16 Cr. Residents in this project also pay monthly maintenance charges of Rs 2500. The built-up area is 660 Square feet. There are 2 bedrooms and 2 bathroom. This property is at a walking distance from The M...",2.0,19.088193,72.9080044,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
Sainath Towers,"2 BHK Flat for sale in Mulund East, Mumbai",,Mumbai,1.7 Cr,"Neelam Nagar, Mulund East,Mumbai",850,20000,"Looking for a 2 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 2 BHK property in Mumbai's finest location, Mulund East. This is an owner listed property and there is no brokerage involved. It is on floor 9 out of 14 floors. This Apartment is available at a reasonable price of Rs 1.7 Cr. Maintenance charges in this property is Rs 3500. The built up area of this property is 850 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Sharadanilayam Sankul, Wamanrao Muranjan Madhymik And Uchhamadhyamik Vidhyalay, and Daffod...",2.0,19.1703693,72.9588425,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0Q6epPR-WeT-riL_bMbYnzKh5SBnKpHRw7Q&s
Sidhivinayak Opulence,"1 BHK Flat for sale in Govandi, Mumbai",,Mumbai,1.5 Cr,"Deonar Village, Govandi,Mumbai",650,23080,"Property for sale in Govandi, Mumbai. This 1 BHK Apartment is located in Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 11. The total number of floors in this building is 20. This Apartment's price is Rs 1.5 Cr. Homebuyers will also need to pay Rs 4500 towards maintenance. This Apartment is a spacious unit, with carpet area of 455 Square feet and is ideal for families. The built-up area is 650 Square feet. The property has 1 bedroom and 2 bathroom. This unit enjoys a good view and is a East facing property. This residential...",1.0,19.0445975,72.9182881,https://images.pexels.com/photos/1571460/pexels-photo-1571460.jpeg?auto=compress&cs=tinysrgb&w=800
Sealink MIttal Enclave,"2 BHK Flat for sale in Naigaon East, Mumbai",,Mumbai,62.0 L,"Naigaon East, Mumbai",1093,5670,"Property for sale in Naigaon East, Mumbai. This 2 BHK Apartment is located in Mumbai's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 7. The total number of floors in this building is 7. This Apartment's price is Rs 62.0 L. Homebuyers will also need to pay Rs 1500 towards maintenance. The built-up area is 1093 Square feet. The property has 2 bedrooms and 2 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Dr. Murke, Shatayuahi Hospital, and Siddharth Hospital. Schools like O...",2.0,19.0137554,72.8462943,https://images.pexels.com/photos/1918291/pexels-photo-1918291.jpeg?auto=compress&cs=tinysrgb&w=800
Gokul Videocon Tower,"3 BHK Flat for sale in Kandivali East, Mumbai",,Mumbai,2.8 Cr,"Asha Nagar, Kandivali East,Mumbai",1385,20220,"A 3 BHK Apartment for sale in Kandivali East, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Kandivali East's most desired properties. Contact now for more information. This 3 BHK unit is on floor 16. There are 25 floors in this property. The price of this Apartment is Rs 2.8 Cr. Maintenance charges come to Rs 6000. Each unit has a built-up area of 1385 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Childrens Academy Group Of Schools, Dr. S. Radhakrishnan In...",3.0,19.2117163,72.8646991,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Vidya Darshan CHS,"2 BHK Flat for sale in Vikhroli East, Mumbai",,Mumbai,1.17 Cr,"Kannamwar Nagar II, Vikhroli East,Mumbai",810,14440,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Mumbai's top location, Vikhroli East. It is situated on floor 6. The total number of floors in this Apartment is 16. The property price of this unit is Rs 1.17 Cr. The carpet area of this unit is 584 Square feet. The built-up area is 810 Square feet. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is East-facing. It is an ideal location for young families with kids, as this property is close to FASHION WORLD, Vidy...",2.0,19.1168383,72.9401198,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
Solomon Apartments,"3 BHK Flat for sale in Bandra West, Mumbai",,Mumbai,4.5 Cr,"Pali Hill, Bandra West,Mumbai",1100,40910,"Looking for a good 3 BHK Apartment in Bandra West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 7. Total number of floors is 7. Maintenance charges of this property is Rs 3500. This Apartment is available for Rs 4.5 Cr. This modern unit has a built-up area of 1100 Square feet. The carpet area of this Apartment is 905 Square feet. There are 3 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Ojas Eye Hospital, Holy Family Multispeciality Hospital Bandra, and Lilavati Hospital And ...",3.0,19.0649126,72.8270326,https://images.unsplash.com/photo-1710883727434-01c65fc14c76?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTIwfHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Sai Gabhasti,"3 BHK Flat for sale in Andheri East, Mumbai",,Mumbai,2.3 Cr,"Kondivita, Andheri East,Mumbai",840,27380,"Looking for a 3 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 3 BHK property in Mumbai's finest location, Andheri East. This is an owner listed property and there is no brokerage involved. It is on floor 5 out of 9 floors. This Apartment is available at a reasonable price of Rs 2.3 Cr. Maintenance charges in this property is Rs 6500. The built up area of this property is 840 Square feet. It is spacious for a family and this property has a carpet area of 700 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as German...",3.0,19.1112515,72.8660859,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmnANnncOBGJj9-VH5E6utNFsFLjkyr7cvQg&s
"Pant Nagar, Ghatkopar East,Mumbai","3 BHK Flat for sale in Ghatkopar East, Mumbai",,Mumbai,5.5 Cr,"Pant Nagar, Ghatkopar East,Mumbai",1560,35260,"3 BHK Apartment for sale in Ghatkopar East, Mumbai. This 3 BHK unit is available in Ghatkopar East and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Ghatkopar East. It is on floor 1. The total number of floors is 7. The price of this Apartment is Rs 5.5 Cr. Residents in this project also pay monthly maintenance charges of Rs 11000. It is a good, spacious Apartment unit with carpet area of 1560 Square feet. The built-up area is 1560 Square feet. There are ...",3.0,19.0898651,72.9083754,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
Transcon Tirumala Habitats,"4 BHK Flat for sale in Mulund West, Mumbai",,Mumbai,4.75 Cr,"Govardhan Nagar, Mulund West,Mumbai",2825,16810,"Looking for a good 4 BHK Apartment in Mulund West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. The property is on floor 30. Total number of floors is 39. This Apartment is available for Rs 5.0 Cr. This modern unit has a built-up area of 2825 Square feet. The carpet area of this Apartment is 1830 Square feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Fortis Hospital Mulund, Fortis Hospital Mulund, and RichFeel Trichology Center. Established schools, such as Ideal Play Abacus, St. Geor...",4.0,19.1832686,72.9459213,https://images.pexels.com/photos/323780/pexels-photo-323780.jpeg?auto=compress&cs=tinysrgb&w=1200
Gurukrupa Labham Residency,"2 BHK Flat for sale in Ghatkopar East, Mumbai",,Mumbai,1.8 Cr,"Pant Nagar, Ghatkopar East,Mumbai",632,28480,"2 BHK Apartment for sale in Ghatkopar East, Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Ghatkopar East which is a promising investment destination in Mumbai. This might be your chance to grab the best 2 BHK property for sale in Ghatkopar East. The property is on floor 7 and the total number of floors is 16. This 2 BHK Apartment is available at a reasonable price of Rs 1.8 Cr. Residents also need to pay maintenance charges of Rs 7000. It is a very spacious property, spread over 632 Square feet. The built-up area...",2.0,19.0898651,72.9083754,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
Lalani Fairmont,"2 BHK Flat for sale in Khar West, Mumbai",,Mumbai,4.65 Cr,"Khar West, Mumbai",1350,34440,"A 2 BHK Apartment for sale in Khar West, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Khar West's most desired properties. Contact now for more information. This 2 BHK unit is on floor 5. There are 10 floors in this property. The price of this Apartment is Rs 4.65 Cr. Maintenance charges come to Rs 8500. Each unit has a built-up area of 1350 Square feet. The carpet area is 865 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Mindstein Montessori and Activity...",2.0,19.0555914,72.827141,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnROB3ZtRtJm_4XVzKMFoLov6SBm0cqx785Q&s
"Prabhadevi, Mumbai","2 BHK Flat for sale in Prabhadevi, Mumbai",,Mumbai,3.7 Cr,"Prabhadevi, Mumbai",927,39910,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Mumbai's top location, Prabhadevi. It is situated on floor 2. The total number of floors in this Apartment is 7. The property price of this unit is Rs 3.7 Cr. Monthly maintenance costs Rs 0. The built-up area is 927 Square feet. It is an ideal location for young families with kids, as this property is close to teach my child, Prabhadevi Upper Primary Marathi School, and Prabhadevi Municipal Marathi Primary School. Healthcare facility is al...",2.0,19.0074717,72.8358965,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
Konark Alpha Residency,"2 BHK Flat for sale in Borivali West, Mumbai",,Mumbai,1.95 Cr,"Govind Nagar, Borivali West,Mumbai",780,25000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Mumbai's top location, Borivali West. It is situated on floor 8. The total number of floors in this Apartment is 9. Monthly maintenance costs Rs 4500. The carpet area of this unit is 650 Square feet. The built-up area is 780 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Narayana E Techno School, S S Ajmera High School, and Sri Sri Ravishankar Vidya Mandi...",2.0,19.2338958,72.8504209,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVApfb8p9n8rBz78SFU33XyoNxZstFv_KuHw&s
