PROP-NAME,PROP_HEADING,CITY,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Tulip Apartment,"2 BHK Flat for sale in Nungambakkam, Chennai",Chennai,,1.35 Cr,"Kamdar Nagar, Nungambakkam,Chennai",1150,11740,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Nungambakkam. It is situated on floor 1. The total number of floors in this Apartment is 2. The property price of this unit is Rs 1.25 Cr. Monthly maintenance costs Rs 1000. The carpet area of this unit is 1046 Square feet. The built-up area is 1150 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Lady Andal Venkatasubbarao Matricula...",2.0,13.0541209,80.2359782,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAe1_fQtpxpCpRQIX7ACABWVPCQ11n1odTGA&s
S Promoters Avadi,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,38.0 L,"Avadi, Chennai",700,5430,"2 BHK Apartment for sale in Chennai. This property is in Avadi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 2. The total number of floors in this Apartment is 2. The price of the Apartment is Rs 38.0 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 700 Square feet. It ha...",2.0,13.0151151,80.1923846,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
VGN Dynasty,"2 BHK Flat for sale in Avadi, Chennai",Chennai,,30.0 L,"Avadi, Chennai",735,4080,"2 BHK Apartment for sale in Chennai. This property is in Avadi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 30.0 L. Monthly maintenance charges come to Rs 1300. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 735 Square feet. It h...",2.0,13.0151151,80.1923846,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
"Thirumangalam, Anna Nagar West,Chennai","2 BHK Flat for sale in Anna Nagar West, Chennai",Chennai,,1.07 Cr,"Thirumangalam, Anna Nagar West,Chennai",890,12020,"A 2 BHK Apartment for sale in Anna Nagar West, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Anna Nagar West's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 2 floors in this property. The price of this Apartment is Rs 1.07 Cr. Each unit has a built-up area of 890 Square feet. There are 2 bedrooms. This residential property is near Velammal Matriculation Higher Secondary School, SBOA Matriculation Higher Secondary School, and SBOA School & Junior College. It i...",2.0,13.085253,80.2015898,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
"Thirumangalam, Anna Nagar West,Chennai","2 BHK Flat for sale in Anna Nagar West, Chennai",Chennai,,1.07 Cr,"Thirumangalam, Anna Nagar West,Chennai",890,12020,"Looking for a 2 BHK Apartment for sale in Chennai? Your search ends here. Buy this 2 BHK property in Chennai's finest location, Anna Nagar West. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 2 floors. This Apartment is available at a reasonable price of Rs 1.07 Cr. The built up area of this property is 890 Square feet. There are a number of reputed schools in the vicinity such as Velammal Matriculation Higher Secondary School, SBOA Matriculation Higher Secondary School, and SBOA School & Junior College. Medical facility is also close at hand with ...",2.0,13.085253,80.2015898,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
Macro Marvel Projects Builders Riverview County Phase I,"2 BHK Flat for sale in Kilpauk, Chennai",Chennai,,58.0 L,"Kilpauk, Chennai",970,5980,"Check out this 2 BHK Apartment for sale in Kilpauk, Chennai. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Kilpauk is a promising location in Chennai and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 2. The property's price is Rs 58.0 L. Residents in this property pay Rs 1000 towards maintenance. This property is a modern-day abode, with 970 Square feet built-up area. The carpet-area is 54...",2.0,13.0832149,80.2379864,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTELc7ZeW8q44QOefKeOAxvtiIAiTcfN7JMcnaM9J_Ar98ZnM_eLC1Mfy0&s
 Selaiyur,"2 BHK Flat for sale in Selaiyur, Chennai",Chennai,,45.0 L,"Selaiyur, Chennai",840,5360,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Chennai's top location, Selaiyur. It is situated on floor 1. The total number of floors in this Apartment is 2. The property price of this unit is Rs 45.0 L. Monthly maintenance costs Rs 0. The built-up area is 840 Square feet. There are 2 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to Annai Violet Matriculation & Higher Secondary School, Sri Sankara Vidyalaya Matriculation Highe...",2.0,12.9297073,80.1186637,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
Dream Veppampattu Villas,"2 BHK Villa for sale in Veppampattu, Chennai",Chennai,,39.0 L,"Veppampattu, Chennai",950,4110,"Dtcp approved plot for sale at veppampattu near Sri ramcollege opposite More About This Property Property for sale in Veppampattu, Chennai. This 2 BHK Villa is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. Homebuyers will also need to pay Rs 5000 towards maintenance. This Villa is a spacious unit, with carpet area of 820 Square feet and is ideal for families. The built-up area is 950 Square feet. The property has 2 bedrooms and 2 bathroom. This unit enjoys a good view and is a West facing property. Other amenities include Gar...",2.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
Jaya Jayaswathy Prasanna Lakshmi Flats,"2 BHK Flat for sale in Villivakkam, Chennai",Chennai,,59.0 L,"Rajaji Nagar, Villivakkam,Chennai",778,7580,"A 2 BHK Apartment for sale in Kolathur, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Kolathur's most desired properties. Contact now for more information. This 2 BHK unit is on floor 1. There are 2 floors in this property. The price of this Apartment is Rs 59.0 L. Maintenance charges come to Rs 500. Each unit has a built-up area of 770 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near SBOA School & Junior College, Officers IAS Academy - IAS/UPSC Civil Servic...",2.0,13.1115156,80.2116057,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
Akshaya Level Up,"3 BHK Flat for sale in Nungambakkam, Chennai",Chennai,,4.7 Cr,"Nungambakkam, Chennai",2700,17410,"One of the finest property in Nungambakkam is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 6. It is a 8 storeyed building. The price of this Apartment is Rs 5.0 Cr. Other charges when you move into this property include maintenance, which is Rs 14000. This Apartment is spacious with a built-up area of 2700 Square feet. A separate servant room available in this Apartment. It is a North-East-facing property with a good view. There are 3 bedrooms and 3 bathroom. Lift facility is also available. This is a gated community. This proper...",3.0,13.0620626,80.240487,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Veppampattu, Chennai","2 BHK Independent House for sale in Veppampattu, Chennai",Chennai,,34.0 L,"Veppampattu, Chennai",900,3780,"2 BHK Independent House for sale in Chennai. This property is in Veppampattu, which is a coveted investment location. This tastefully designed 2 BHK unit is among Chennai's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Chennai is on floor 0. The price of the Independent House is Rs 34.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 900 Square feet. Some of the very well-known and repu...",2.0,13.1258146,80.010147,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
"Guduvancheri, Chennai","2 BHK Independent House for sale in Guduvancheri, Chennai",Chennai,,60.0 L,"Guduvancheri, Chennai",1577,3800,"Looking for a good 2 BHK Independent House in Guduvancheri, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. This Independent House is available for Rs 60.0 L. This modern unit has a built-up area of 1577 Square feet. There are 2 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, SRM General Hospital, SRM Medical College Hospital And Research Centre, and K.R. Hospital. Established schools, such as Bharathiyar Matriculation Higher Secondary School, St John Matriculation School, and St .Mary's Matriculation S...",2.0,12.8439997,80.0603546,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
Dream Veppampattu Villas,"2 BHK Villa for sale in Veppampattu, Chennai",Chennai,,35.0 L,"Veppampattu, Chennai",872,4010,"Property for sale in Veppampattu, Chennai. This 2 BHK Villa is located in Chennai's most promising location. This property is posted by owner and there is no brokerage involved. This Villa's price is Rs 35.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. This Villa is a spacious unit, with carpet area of 612 Square feet and is ideal for families. The built-up area is 872 Square feet. The property has 2 bedrooms and 2 bathroom. This Villa is strategically located within close distance of famous healthcare centres such as Bethestha Hospital, Parvathee hospital, and Lychee Clinic-b...",2.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT9kgO1jNRbDZusATwtcUqCH45USzCvxFz2g&s
Dream Veppampattu Villas,"2 BHK Villa for sale in Veppampattu, Chennai",Chennai,,38.5 L,"Veppampattu, Chennai",888,4330,"Dtcp approved plot individuals house for sale at veppampattu near Sri ram college back side veppampattu daily site visit arranged More About This Property Looking for a good 2 BHK Villa in Veppampattu, Chennai? This property is in one of Chennai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 2000. This Villa is available for Rs 38.5 L. This modern unit has a built-up area of 888 Square feet. The carpet area of this Villa is 777 Square feet. This property has a good view and is North-West-facing. There are 2 bedrooms and 2 bathroom. Sports ...",2.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOgUr6lvtRkgLS_xfsf5Mo1l_G0OlI8K6yTg&s
"Surya Nagar, Kotturpuram,Chennai","2 BHK Flat for sale in Kotturpuram, Chennai",Chennai,,85.0 L,"Surya Nagar, Kotturpuram,Chennai",858,9910,"2BHK PREMIUM SEMI FURNISHED 858 Sq. ft. UDS 395 sqft.
With Wardrobes, Covered lofts, Kitchen cabinets, Separate Puja room, sliding windows with mosquito mesh, Bathrooms STAR HOTEL STYLE, UPS provision, second floor with lift, and open parking. CURRENTLY OCCUPIED HOUSE.  
FAMILIES ONLY. REGISTRATION Expenses BY BUYER. CMDA APPROVED. More About This Property 2 BHK Apartment for sale in Kotturpuram, Chennai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Apartment is in Kotturpuram which is a promising investment destination in Chennai. Thi...",2.0,13.0216167,80.2381298,https://images.pexels.com/photos/1693946/pexels-photo-1693946.jpeg?auto=compress&cs=tinysrgb&w=800
"Veppampattu, Chennai","3 BHK Villa for sale in Veppampattu, Chennai",Chennai,,64.5 L,"Veppampattu, Chennai",1500,4300,"Best 3 BHK Villa for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Chennai's top location, Veppampattu. The property price of this unit is Rs 64.5 L. Monthly maintenance costs Rs 0. The carpet area of this unit is 1300 Square feet. The built-up area is 1500 Square feet. There are 3 bedrooms and 3 bathroom. It is an ideal location for young families with kids, as this property is close to Gurukalam, Sri Aravindar School, and ANGEL School. Healthcare facility is also close at hand with Bethestha Hospital, Spine...",3.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg3_k8YY-l3S3dFYyleEkcRVrg0hqBLMX7vA&s
Dream Veppampattu Villas,"2 BHK Independent House for sale in Veppampattu, Chennai",Chennai,,33.0 L,"Veppampattu, Chennai",900,3670,"A 2 BHK Independent House for sale in Veppampattu, Chennai. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Veppampattu's most desired properties. Contact now for more information. The price of this Independent House is Rs 33.0 L. Maintenance charges come to Rs 0. Each unit has a built-up area of 900 Square feet. The carpet area is 160 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Gurukalam, Veppampattu School, and Sri Aravindar School. It is also close to Bethestha...",2.0,13.1258146,80.010147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
