PROP_NAME,CITY,PROP_HEADING,AGE,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
SVS Patels Callisto,Bangalore,"3 BHK Flat for sale in Amrutahalli, Bangalore",,90.0 L,"Amrutahalli, Bangalore",1410,6380,"3 BHK Apartment for sale in Bengaluru. This property is in Amrutahalli, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 5. The total number of floors in this Apartment is 6. The price of the Apartment is Rs 90.0 L. Monthly maintenance charges come to Rs 3900. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1410 Squa...",3.0,13.0662319,77.6007646,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbGTZSL1OiofYCjJvDIL40aAzI8iTWv6erpw&s
Celebrity Srivaru,Bangalore,"2 BHK Flat for sale in Electronic City, Bangalore",,45.0 L,"Electronics City Phase 1, Electronic City,Bangalore",1215,3700,"2 bhk apartment 1215 sqft 2 big bedrooms 1 big hall 3 balconies very close to Doddathogur market, st Xavier school, neeladri nagar shopping malls, velankani tech park, HP office, 30 minutes from Main road and Infosys  More About This Property Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Bengaluru's top location, Electronic City. It is situated on floor 1. The total number of floors in this Apartment is 4. The property price of this unit is Rs 45.0 L. The built-up area is 1215 Square ...",2.0,12.8401783,77.6594569,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-WOs_vwCq-Wwqu_a8okQYRzq-IlyjD_71AEXHYkJ49Y_mPR1hTy89LEM&s
BM Rose Wood,Bangalore,"2 BHK Flat for sale in Whitefield, Bangalore",,62.0 L,"Phase 1, Whitefield,Bangalore",1140,5440,"Power Backup 24/7,Gym,children play area 2,Own parking big one....air passes very well thorugh out 
BM Rosewood is an ultimate reflection of the urban chic lifestyle located in Whitefield, Bangalore. The project hosts in its lap exclusively designed Residential Apartments, each being an epitome of elegance and simplicity.SBI Approved project More About This Property 2 BHK Apartment for sale in Whitefield, Bengaluru. This 2 BHK unit is available in Whitefield and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for d...",2.0,12.9696365,77.7497448,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrEVcQID71Al1Cd1BGdOjKlTKcm11bQzjNGg&s
Snigdha Blossoms by Sai Snigdha Constructions Pvt. Ltd.,Bangalore,"3 BHK Flat for sale in Anjanapura Township, Bangalore",,60.0 L,"Anjanapura Township, Bangalore",1350,4440,"Property for sale in Anjanapura, Bengaluru. This 3 BHK Apartment is located in Bengaluru's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 4. The total number of floors in this building is 4. This Apartment's price is Rs 60.0 L. Homebuyers will also need to pay Rs 2200 towards maintenance. The built-up area is 1350 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as Sri Maruthi Medicals & General Stores, GS Family Clinic, and Recoup Neuromusculoskeletal Rehabilitation Centre...",3.0,12.8615644,77.5296769,https://images.unsplash.com/photo-1598928506311-c55ded91a20c?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Nnx8bGl2aW5nJTIwcm9vbXxlbnwwfHwwfHx8MA%3D%3D
SLV Sannidhi Classic by SLV Developers,Bangalore,"2 BHK Flat for sale in Horamavu, Bangalore",,65.0 L,"Horamavu Agara, Horamavu,Bangalore",1107,5870,"Check out this 2 BHK Apartment for sale in Horamavu, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Horamavu is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 1. The total number of floors in this project is 4. The property's price is Rs 65.0 L. Residents in this property pay Rs 3000 towards maintenance. This property is a modern-day abode, with 1107 Square feet built-up area. Educational in...",2.0,13.037817,77.6504617,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Kristal Citrine by Kristal Group,Bangalore,"2 BHK Flat for sale in Hoodi, Bangalore",,62.0 L,"Hoodi, Bangalore",1232,5030,"2 BHK Apartment for sale in Bengaluru. This property is in Hoodi, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 1. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 62.0 L. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1232 Square feet. Some of the very well-known and reputed sp...",2.0,12.9959233,77.7192796,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
Saideep Apartments,Bangalore,"2 BHK Flat for sale in Basavanagudi, Bangalore",,1.3 Cr,"Basavanagudi, Bangalore",1170,11110,"One of the finest property in Basavanagudi is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 1. It is a 3 storeyed building. The price of this Apartment is Rs 1.3 Cr. This Apartment is spacious with a built-up area of 1170 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Bda Complex Banashankari, Help Educate A Child, and Grace Academy. It is also close to good and reputed hospitals like National Institute of Mental Health and Neurosciences, B...",2.0,12.9417261,77.5755021,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKFumepIzBgyE6MSKdQ96O1EOaN7KlrP7oyw&s
Garuda Creek View by Garudachala Estates,Bangalore,"3 BHK Flat for sale in Medahalli, Bangalore",,1.3 Cr,"Medahalli, Bangalore",1600,8130,"Best 3 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 3 BHK property for sale in one of Bengaluru's top location, Medahalli. It is situated on floor 3. The total number of floors in this Apartment is 25. The property price of this unit is Rs 1.3 Cr. The built-up area is 1600 Square feet. It is an ideal location for young families with kids, as this property is close to The Little Woods Preschool, Sri Vidyanikethan School, and Government Urdu Higher Primary School. Healthcare facility is also close at hand with Sathya Sai Orth...",3.0,13.0278454,77.7206079,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
"Hongasandra, Bangalore",Bangalore,"6 BHK Independent House for sale in Hongasandra, Bangalore",,1.98 Cr,"Hongasandra, Bangalore",1387,14280,"A 6 BHK Independent House for sale in Hongasandra, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 6 BHK unit with all the modern-day comforts is one of Hongasandra's most desired properties. Contact now for more information. The price of this Independent House is Rs 1.98 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 1387 Square feet. There are 6 bedrooms. There is provision for 7 bathroom. This property also enjoys power backup facility. Regular water supply is available in this property. This residential property is near Royale Concorde I...",6.0,12.8974892,77.6250869,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSAocrl9gU05bXdZ8SHdVl63XZqJJLIlHCien30uNsL4HZvjRt8UGJUyg&s
Mahi Nest,Bangalore,"2 BHK Flat for sale in Hulimavu, Bangalore",,40.0 L,"Hulimavu, Bangalore",960,4170,"A 2 BHK Apartment for sale in Hulimavu, Bengaluru. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Hulimavu's most desired properties. Contact now for more information. This 2 BHK unit is on floor 0. There are 4 floors in this property. The price of this Apartment is Rs 40.0 L. Maintenance charges come to Rs 1500. Each unit has a built-up area of 1060 Square feet. The carpet area is 960 Square feet. This East-facing property has an excellent view. There are 2 bedrooms. There is provision for 2 bathroom. The Apartment in Hu...",2.0,12.8773486,77.6028031,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
"Cheemasandra, Bangalore",Bangalore,"4 BHK Independent House for sale in Cheemasandra, Bangalore",,90.0 L,"Cheemasandra, Bangalore",1200,7500,"Check out this 4 BHK Independent House for sale in Bidrahalli, Bengaluru. This property is posted by owner and thus there is no need to pay any broker amount. This 4 BHK Independent House is perfect for a modern-day lifestyle. Bidrahalli is a promising location in Bengaluru and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 90.0 L. This property is a modern-day abode, with 1200 Square feet built-up area. Educational institutions are closeby with schools such as HPS Bidarahalli, Yagnavalika Ashram, and Government High School...",4.0,13.0509021,77.7405306,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,"5 BHK Independent House for sale in Banashankari 6th Stage 6th Block, Bangalore",,3.0 Cr,"Banashankari 6th Stage 6th Block, Bangalore",4500,6670,"5 BHK Independent House for sale in Banashankari 6th Stage, Bengaluru with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Banashankari 6th Stage which is a promising investment destination in Bengaluru. This might be your chance to grab the best 5 BHK property for sale in Banashankari 6th Stage. This 5 BHK Independent House is available at a reasonable price of Rs 3.0 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 4500 Square feet. It enjoys a strategic location with many reputed and ...",5.0,12.8793396,77.5034003,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpOuCLCCohtdU_Nn8UpoqfefC2-t5bY91jcA&s
"Banashankari 6th Stage 6th Block, Bangalore",Bangalore,"7 BHK Independent House for sale in Banashankari 6th Stage 6th Block, Bangalore",,2.75 Cr,"Banashankari 6th Stage 6th Block, Bangalore",4500,6110,"Looking for a good 7 BHK Independent House in Banashankari 6th Stage, Bengaluru? This property is in one of Bengaluru's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 2.75 Cr. This modern unit has a built-up area of 4500 Square feet. It is very close to some of city's best hospitals, such as, MSRIT, Aniga Medical Engineering India pvt.ltd, and Hemmige Pura Health Subcentre. Established schools, such as Rashtrothana Vidya Kendra, Sarkari kiriya prathamika patashale, and Honappaswamy Pvt Ltd & Scho...",7.0,12.8793396,77.5034003,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReHmictO0cV3ZSICgtYPl7zOfMfZCR6iEdG8P-KVmU4bfxePk-l25JeJ4&s
Godrej E City,Bangalore,"3 BHK Flat for sale in Electronic City, Bangalore",,1.3 Cr,"Electronic City, Bangalore",1449,8970,"3 BHK Apartment for sale in Bengaluru. This property is in Electronic City, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bengaluru's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Bengaluru is on floor 0. The total number of floors in this Apartment is 5. The price of the Apartment is Rs 1.3 Cr. Monthly maintenance charges come to Rs 5400. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1449 ...",3.0,12.8487599,77.648253,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx7ttDlu-kQVj1XCjp4EcIq4yJo1yKqpkWtg&s
"Mavalli, Bangalore",Bangalore,"3 BHK Independent House for sale in Mavalli, Bangalore",,6.5 Cr,"Mavalli, Bangalore",1800,36110,"3 BHK Independent House for sale in Mavalli, Bengaluru. This 3 BHK unit is available in Mavalli and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Mavalli. The price of this Independent House is Rs 6.5 Cr. The built-up area is 1800 Square feet. This property is at a walking distance from Sagar Hospitals, National Institute of Mental Health and Neurosciences, and Bangalore Institute of Gastroenterology. The city's best schools such as Government Primary Sch...",3.0,12.9528478,77.5819643,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
"Mavalli, Bangalore",Bangalore,"10 BHK Independent House for sale in Mavalli, Bangalore",,6.5 Cr,"Mavalli, Bangalore",3000,21670,"Best 10 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 10 BHK property for sale in one of Bengaluru's top location, Mavalli. The property price of this unit is Rs 6.5 Cr. The built-up area is 3000 Square feet. It is an ideal location for young families with kids, as this property is close to Government Primary School, Sarkari Hiriya Prathamika Phatashala, and City Education Society English School. Healthcare facility is also close at hand with Sagar Hospitals, National Institute of Mental Health and Neurosciences, and...",10.0,12.9528478,77.5819643,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Sandeep Kolimi Heights,Bangalore,"3 BHK Flat for sale in Ulsoor, Bangalore",,1.98 Cr,"Murphy Town, Ulsoor,Bangalore",1751,11310,"Looking for a 3 BHK Apartment for sale in Bengaluru? Your search ends here. Buy this 3 BHK property in Bengaluru's finest location, Ulsoor. This is an owner listed property and there is no brokerage involved. It is on floor 2 out of 3 floors. This Apartment is available at a reasonable price of Rs 1.98 Cr. Maintenance charges in this property is Rs 4000. The built up area of this property is 1751 Square feet. It is spacious for a family and this property has a carpet area of 1600 Square feet. There are 3 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as Aks...",3.0,12.9802093,77.6273767,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh2Id5dHqC2rHXkmtupJTtwF--hHi7k73Epg&s
