PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Surbhi Sakshi Housing,"3 BHK Flat for sale in Sector 27 Dwarka, New Delhi",,New Delhi,62.0 L,"Sector 27 Dwarka, New Delhi",1550,4000,"One of the finest property in Sector 27, Dwarka is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 4. It is a 4 storeyed building. The price of this Apartment is Rs 62.0 L. Other charges when you move into this property include maintenance, which is Rs 4000. This Apartment is spacious with a built-up area of 1550 Square feet. There are 3 bedrooms and 3 bathroom. Lift facility is also available. This is a gated community. This property is equipped with cctv facility. Other facilities include Gym, Garden. This property also enjoys pow...",3.0,28.5592725,77.0666248,https://images.pexels.com/photos/221540/pexels-photo-221540.jpeg?auto=compress&cs=tinysrgb&w=1200
"Old Delhi, New Delhi","2 BHK Independent House for sale in Old Delhi, New Delhi",,New Delhi,20.0 L,"Old Delhi, New Delhi",150,13330,"2 BHK Independent House for sale in Old Delhi, Delhi with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Old Delhi which is a promising investment destination in Delhi. This might be your chance to grab the best 2 BHK property for sale in Old Delhi. This 2 BHK Independent House is available at a reasonable price of Rs 20.0 L. Residents also need to pay maintenance charges of Rs 1000. It is a very spacious property, spread over 150 Square feet. The built-up area is 150 Square feet. This property has provision for 1 bat...",2.0,28.5338922,77.0899378,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa_wPYQK-qPTd7Wd7_gaWOxCFznuYcKfsjhw&s
"West Shalimar Bagh, Shalimar Bagh,New Delhi","3 BHK Independent House for sale in Shalimar Bagh, New Delhi",,New Delhi,3.06 Cr,"West Shalimar Bagh, Shalimar Bagh,New Delhi",1500,20400,"A 3 BHK Independent House for sale in Shalimar Bagh, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Shalimar Bagh's most desired properties. Contact now for more information. The price of this Independent House is Rs 3.06 Cr. Maintenance charges come to Rs 0. Each unit has a built-up area of 1500 Square yard. There are 3 bedrooms. This residential property is near Vspk International School, Goodley Public School, and Phulwari Heights. It is also close to Max Super Speciality Hospital, Shalimar Bagh, Fortis Healthca...",3.0,28.7256794,77.1438487,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
 Taimoor Enclave DDA Flats,"2 BHK Flat for sale in New Friends Colony, New Delhi",,New Delhi,1.4 Cr,"New Friends Colony, New Delhi",868,16130,"A 2 BHK Apartment for sale in New Friends Colony, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 2 BHK unit with all the modern-day comforts is one of New Friends Colony's most desired properties. Contact now for more information. This 2 BHK unit is on floor 2. There are 3 floors in this property. The price of this Apartment is Rs 1.4 Cr. Each unit has a built-up area of 868 Square feet. There are 2 bedrooms. This residential property is near Aman Paly Way School, South Delhi MCD School, and South Delhi M.C.D School. It is also close to Holy Family Hospital, Jeewan Ho...",2.0,28.572765,77.272467,https://plus.unsplash.com/premium_photo-1661964475795-f0cb85767a88?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NjF8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"West Shalimar Bagh, Shalimar Bagh,New Delhi","1.5 BHK Independent House for sale in Shalimar Bagh, New Delhi",,New Delhi,6.0 Cr,"West Shalimar Bagh, Shalimar Bagh,New Delhi",800,75000,"Check out this 1.5 BHK Independent House for sale in Shalimar Bagh, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 1.5 BHK Independent House is perfect for a modern-day lifestyle. Shalimar Bagh is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 6.0 Cr. Residents in this property pay Rs 0 towards maintenance. This property is a modern-day abode, with 800 Square yard built-up area. Educational institutions are closeby with schools such as Vspk ...",5.0,28.7256794,77.1438487,https://images.unsplash.com/photo-1512917774080-9991f1c4c750?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjB8fGhvdXNlfGVufDB8fDB8fHww
Ashirwad Apartment,"1 BHK Flat for sale in Kondli, New Delhi",,New Delhi,28.0 L,"Kondli, New Delhi",344,8140,"Looking for a good 1 BHK Apartment in Kondli, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. The property is on floor 3. Total number of floors is 4. This Apartment is available for Rs 28.0 L. This modern unit has a built-up area of 344 Square feet. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Patparganj, Max Super Speciality Hospital, Vaishali, and Dharamshila Narayana Superspeciality Hospital. Established schools, such as Father Agnel School, St Eleen School, and Vanasthali Public School are als...",1.0,28.4746766,77.4764806,https://images.pexels.com/photos/1031593/pexels-photo-1031593.jpeg?auto=compress&cs=tinysrgb&w=800
DDA Flat,"2 BHK Flat for sale in Janakpuri, New Delhi",,New Delhi,60.0 L,"Janakpuri, New Delhi",1000,6000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Janakpuri. It is situated on floor 0. The total number of floors in this Apartment is 2. The property price of this unit is Rs 60.0 L. Monthly maintenance costs Rs 0. The built-up area is 1000 Square feet. It is an ideal location for young families with kids, as this property is close to EngMates | Top English Speaking & Best Public Speaking Institute In Delhi, Indian Hotel Academy (IHA), and Ramakrishna Senior Second...",2.0,28.6116644,77.1051654,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
"Civil Lines, New Delhi","10 BHK Independent House for sale in Civil Lines, New Delhi",,New Delhi,35.0 Cr,"Civil Lines, New Delhi",9900,35350,"Check out this 10 BHK Independent House for sale in Civil Lines, Delhi. This property is posted by owner and thus there is no need to pay any broker amount. This 10 BHK Independent House is perfect for a modern-day lifestyle. Civil Lines is a promising location in Delhi and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 35.0 Cr. This property is a modern-day abode, with 9900 Square feet built-up area. The carpet-area is 2250 Square feet. The unit has 10 bedrooms and 9 bathroom. Educational institutions are closeby with scho...",10.0,28.6627515,77.1852561,https://images.unsplash.com/photo-1513584684374-8bab748fbf90?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8M3x8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Sector 18 Rohini, New Delhi","2 BHK Independent House for sale in Sector 18 Rohini, New Delhi",,New Delhi,70.0 L,"Sector 18 Rohini, New Delhi",519,13490,"Looking for a good 2 BHK Independent House in Sector 18 Rohini, Delhi? This property is in one of Delhi's most popular locations. This is a no brokerage property. This Independent House is available for Rs 70.0 L. This modern unit has a built-up area of 519 Square feet. It is very close to some of city's best hospitals, such as, Max Super Speciality Hospital, Shalimar Bagh, Dharamshila Narayana Superspeciality Hospital, and ESI Hospital. Established schools, such as MCD Primary School, MCD PRIMARY SCHOOL, SECTOR-18, ROHINI, and Unique Home Tution are also close-by",2.0,28.713012,77.1264429,https://plus.unsplash.com/premium_photo-1682377521625-c656fc1ff3e1?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8bW9kZXJuJTIwaG91c2V8ZW58MHx8MHx8fDA%3D
"Block BD, Munirka,New Delhi","2 BHK Independent House for sale in Munirka, New Delhi",,New Delhi,1.5 Cr,"Block BD, Munirka,New Delhi",7000,2140,"Property for sale in Munirka, Delhi. This 2 BHK Independent House is located in Delhi's most promising location. This property is posted by owner and there is no brokerage involved. This Independent House's price is Rs 1.5 Cr. The built-up area is 7000 Square feet. The property has 2 bedrooms and 2 bathroom. This Independent House is strategically located within close distance of famous healthcare centres such as Sharp Sight Centre South Delhi, Centre for Sight Eye Hospital, and Sitaram Bhartia Institute of Science and Research. Schools like Delhi Public School, UG - 17 Laxman Plaza, Munirka, ...",2.0,28.5531809,77.1751796,https://images.unsplash.com/photo-1580587771525-78b9dba3b914?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTJ8fGhvdXNlfGVufDB8fDB8fHw
Surbhi Sakshi Housing,"3 BHK Flat for sale in Sector 27 Dwarka, New Delhi",,New Delhi,80.0 L,"Sector 27 Dwarka, New Delhi",1200,6670,"A 3 BHK Apartment for sale in Sector 27, Dwarka, Delhi. Posted by Owner, No brokerage involved. This beautifully designed 3 BHK unit with all the modern-day comforts is one of Sector 27, Dwarka's most desired properties. Contact now for more information. This 3 BHK unit is on floor 4. There are 4 floors in this property. The price of this Apartment is Rs 80.0 L. Maintenance charges come to Rs 1200. Each unit has a built-up area of 1200 Square feet. The carpet area is 1000 Square feet. There are 3 bedrooms. There is provision for 3 bathroom. This residential property is near Prudence Schools - ...",3.0,28.5592725,77.0666248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdhUHf0ReCSvejBYku3E4epGSgIM63UXVrg&s
"Uttam Nagar, Bindapur,New Delhi","4 BHK Independent House for sale in Bindapur, New Delhi",,New Delhi,75.0 L,"Uttam Nagar, Bindapur,New Delhi",892,8410,"Best 4 BHK Independent House for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 4 BHK property for sale in one of Delhi's top location, Bindapur. The property price of this unit is Rs 75.0 L. The carpet area of this unit is 800 Square feet. The built-up area is 892 Square feet. There are 4 bedrooms and 2 bathroom. It is an ideal location for young families with kids, as this property is close to MBS International School, Ramakrishna Senior Secondary School, and M.L. Khanna DAV Public School, Dwarka. Healthcare facility is also close at hand wi...",4.0,28.6088003,77.0673956,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
DDA Janta Flat Mayur Vihar 3,"2 BHK Flat for sale in Kondli, New Delhi",,New Delhi,60.0 L,"New Kondli, Kondli,New Delhi",1000,6000,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Kondli. It is situated on floor 3. The total number of floors in this Apartment is 3. Monthly maintenance costs Rs 200. The carpet area of this unit is 1000 Square feet. The built-up area is 1000 Square feet. There are 2 bedrooms and 1 bathroom. This property enjoys a good view and is North-East-facing. It is a safe premise with cctv facility. Other amenities include provisions for Garden, Clubhouse, Community Hall. R...",2.0,28.4746766,77.4764806,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdhMXLoV9rJzMhY4e9PTGZtKF5pj5nLgNfVg&s
"Sector D, Vasant Kunj,New Delhi","4 BHK Villa for sale in Vasant Kunj, New Delhi",,New Delhi,8.2 Cr,"Sector D, Vasant Kunj,New Delhi",6000,13670,"Looking for a 4 BHK Villa for sale in Delhi? Your search ends here. Buy this 4 BHK property in Delhi's finest location, Vasant Kunj. This is an owner listed property and there is no brokerage involved. This Villa is available at a reasonable price of Rs 8.2 Cr. The built up area of this property is 6000 Square feet. There are 4 bedrooms and 4 bathroom. There are a number of reputed schools in the vicinity such as Naughty Flowers Play School, Nigam Pratibha Vidyalay, and Mauve and Gray. Medical facility is also close at hand with names like Fortis Flt. Lt. Rajan Dhall Hospital, Institute of Liv...",4.0,28.5343676,77.142188,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8gUmK06a7D4CltqnIhXcRZS6bVn6ercPGJg&s
"Sector 4 Rohini, New Delhi","1 BHK Flat for sale in Sector 4 Rohini, New Delhi",,New Delhi,16.0 L,"Sector 4 Rohini, New Delhi",400,4000,"One of the finest property in Rohini is now available for sale. This is a 1 BHK Apartment posted directly by owner. Make it yours now. It is on floor 0. It is a 4 storeyed building. The price of this Apartment is Rs 16.0 L. Other charges when you move into this property include maintenance, which is Rs 0. This Apartment is spacious with a built-up area of 400 Square feet. There are 1 bedroom and 1 bathroom. This property ensures you are a quick distance away from the city's best schools such as Remal Public School, Decent Public Senior Secondary School, and Shiv Shakti Public School. It is als...",1.0,28.7060837,77.1028753,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
DDA MIG Flats,"2 BHK Flat for sale in Maharani Bagh, New Delhi",,New Delhi,90.0 L,"Maharani Bagh, New Delhi",1100,8180,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Delhi's top location, Maharani Bagh. It is situated on floor 2. The total number of floors in this Apartment is 18. The property price of this unit is Rs 90.0 L. The built-up area is 1100 Square feet. It is an ideal location for young families with kids, as this property is close to Govt.Senior Boys School, ICFAI University Distance MBA, and Our admission. Healthcare facility is also close at hand with Apollo Spectra Hospitals, Holy Family...",2.0,28.5692113,77.2633978,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRGU_zy1A-zstcvQn07U5GeCN8b49B29J4Yg&s
Katyayani Apartment,"3 BHK Flat for sale in Sector 6 Dwarka, New Delhi",,New Delhi,1.85 Cr,"Sector 6 Dwarka, New Delhi",1500,12330,"Looking for a 3 BHK Apartment for sale in Delhi? Your search ends here. Buy this 3 BHK property in Delhi's finest location, Sector 6 Dwarka. This is an owner listed property and there is no brokerage involved. It is on floor 1 out of 8 floors. This Apartment is available at a reasonable price of Rs 1.85 Cr. The built up area of this property is 1500 Square feet. There are a number of reputed schools in the vicinity such as R D Rajpal public school, MBS International School, and M.L. Khanna DAV Public School, Dwarka. Medical facility is also close at hand with names like Centre for Sight Eye In...",3.0,28.5592725,77.0666248,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
